Day Price,12m Low,12m High,Day Low,Day High,Previous,Volume_log,MA_5,STD_5,MA_12,STD_12,MA_50,STD_50,MA_200,STD_200,MA_5_vs_MA_50,MA_12_vs_MA_200,HighVol_5_vs_50,Daily_Range
7.0,23.5,33.5,6.9,7.1,7.05,15.462745285674673,7.039999999999999,0.04183300132681672,7.0874999999999995,0.126356278399188,6.555,0.4596194077712441,6.09030612244898,0.5959337368575589,1,1,0,0.1999999999999993
6.95,23.5,33.5,6.65,7.05,7.0,15.23876370099869,7.029999999999999,0.05700877125503879,7.070833333333333,0.13048568945098657,6.569,0.46079899553460757,6.098989898989899,0.5991481962932182,1,1,0,0.39999999999999947
7.05,23.5,33.5,7.0,7.15,6.95,15.571470295802532,7.029999999999999,0.05700877125503879,7.079166666666666,0.12515142343522456,6.585,0.4633782340109329,6.1085,0.6036528117815039,1,1,0,0.15000000000000036
7.15,23.5,33.5,7.05,7.25,7.05,16.02525652558269,7.040000000000001,0.07416198487102058,7.1000000000000005,0.11281521496348192,6.602,0.4682751676664586,6.118811881188119,0.6095019066889161,1,1,0,0.20000000000000018
7.25,23.5,33.5,7.15,7.3,7.15,16.68907525404123,7.08,0.12041594578796419,7.1125,0.12083986398228251,6.625,0.47134739560851213,6.129901960784314,0.6167328402426285,1,1,0,0.14999999999999947
7.25,23.5,33.5,7.2,7.3,7.25,17.315394262326024,7.13,0.1303840481040932,7.104166666666667,0.10543919689758707,6.651,0.4692036240443106,6.140776699029126,0.6235472360055585,1,1,0,0.09999999999999964
7.15,23.5,33.5,7.15,7.25,7.25,17.34636980109586,7.17,0.08366600265347303,7.095833333333334,0.09643257968252417,6.675,0.4632681156077586,6.150480769230769,0.628354886751313,1,1,0,0.09999999999999964
7.1,23.5,33.5,7.05,7.2,7.15,18.066860307741443,7.18,0.06708203932507621,7.091666666666666,0.09494815172048106,6.6979999999999995,0.45501289508525516,6.15952380952381,0.6321550153008058,1,1,0,0.15000000000000036
7.1,23.5,33.5,7.05,7.2,7.1,18.09757183302827,7.17,0.07582875444058775,7.099999999999999,0.09045340337324022,6.724000000000001,0.439531290242263,6.168396226415094,0.6357345010262907,1,1,0,0.15000000000000036
7.15,23.5,33.5,7.1,7.25,7.1,15.917997136214,7.15,0.06123724356966669,7.108333333333333,0.09003366373776239,6.751,0.4227569862080845,6.177570093457944,0.6398051606742958,1,1,0,0.15000000000000036
7.2,23.5,33.5,7.2,7.25,7.15,15.23543334179686,7.140000000000001,0.04183300132683003,7.116666666666667,0.09374368665602284,6.779,0.4044510010432477,6.187037037037038,0.6443634245629573,1,1,0,0.04999999999999982
7.25,23.5,33.5,7.2,7.35,7.2,15.525083537147442,7.159999999999999,0.06519202405210942,7.133333333333334,0.09847319278338335,6.808,0.38430430119679154,6.196788990825689,0.6494041153725927,1,1,0,0.14999999999999947
7.35,23.5,33.5,7.25,7.45,7.25,16.619694902349952,7.209999999999999,0.09617692030841611,7.1625000000000005,0.1068665267772749,6.836,0.37129667987982684,6.207272727272727,0.655703150964789,1,1,0,0.20000000000000018
7.35,23.5,33.5,7.3,7.45,7.35,15.8256155530362,7.26,0.08944271910005892,7.195833333333334,0.09643257968252048,6.8629999999999995,0.3581143928514091,6.217567567567567,0.6616662385993484,1,1,0,0.15000000000000036
7.3,23.5,33.5,7.2,7.4,7.35,17.083942006344092,7.290000000000001,0.06519202405212236,7.216666666666668,0.08876253645976419,6.888999999999999,0.3409605279686188,6.227232142857143,0.6665727994567027,1,1,0,0.20000000000000018
7.0,23.5,33.5,6.6,7.2,7.3,16.373512840282157,7.25,0.14577379737117324,7.204166666666667,0.10757309002233252,6.906000000000001,0.3241377887911792,6.234070796460178,0.6675603733640619,1,1,0,0.6000000000000005
